公司简称,工商全称,统一信用代码,官网,一句话简介,公司简介,行业,子行业,省,市,成立时间,运营状态,员工人数,地址,电话,邮箱,团队姓名,职位,融资次数,融资总额(万人民币)
华胜天成,北京华胜天成科技股份有限公司,91110000633713190R,http://www.teamsun.com.cn/,IT 综合服务提供商,华胜天成是一家IT 综合服务提供商。华胜天成的业务方向涉及云计算、大数据、移动互联网、物联网、信息安全等领域，业务领域涵盖IT产品化服务、应用软件开发、系统集成及增值分销等多种IT服务业务。,企业服务,企业IT服务,北京,海淀区,1998-11,运营中,,北京市海淀区东北旺西路软件园二期华胜天成科研大楼,010-80986666,,王维航,董事长,,
迈拓仪表,迈拓仪表股份有限公司,91320000795354485T,http://www.njmeter.cn/,智能计量和智慧水务服务商,"迈拓仪表是一家智能计量和智慧水务服务商，提供智能水计量、智能热计量整体解决方案，专注于超声波计量仪表、智能计量通讯产品及智能计量服务平台（SMSP,Smart Metering Service Platform）的持续技术创新，公司产品与服务广泛应用于城市供水、供热、消防、水处理及工业、楼宇等能效资源管理相关领域。",企业服务,行业信息化及解决方案,江苏,南京,2006-12,运营中,,江苏省南京市江宁滨江经济开发区喜燕路5号,025-86981981,njmeter@163.com,孙卫国,董事长,,
新联电子,南京新联电子股份有限公司,913201007541098700,http://www.xldz.com/,提供能源综合服务的企业,新联电子是一家向电网企业和企业用户提供能源综合服务的企业。形成用电信息采集、智慧能源云服务、智能配电设备及系统、低压成套、电力通信检测等业务领域，提供解决方案。,企业服务,综合企业服务,江苏,南京,2003-09,运营中,,南京市江宁经济技术开发区利源北路66号,025-6810-5959,xldzhr@163.com,胡敏,CEO,,
高升控股,高升控股股份有限公司,914290042717506470,http://www.gosun.com/,云基础服务提供商,高升控股是一家云基础服务提供商，主要从事IDC（互联网数据中心）、VPN（虚拟专用网）、CDN（内容分发网络）以及APM（应用性能管理）的研发与运营，为各种类型客户提供包括分布式数据中心、云数据传送、云加速、云监控和云安全在内的一站式云基础服务。,企业服务,企业IT服务,北京,海淀区,1993-03,运营中,,北京市海淀区西三环北路87号国际财经中心B座9楼,400-836-5500,support@gosun.com,李耀,董事长,,
华媒控股,浙江华媒控股股份有限公司,91330000202823494D,http://www.000607.cn/,营销推广服务提供商,华媒控股是一家营销推广服务提供商，通过进行用户导向来引领用户意识进行线上线下的各项互动内容，并聚集各类咨询和数据来加快发行渠道的建设进程，以此拓展不同区域的媒体进行合作。,企业服务,销售营销,浙江,杭州,1993-12,运营中,,杭州市体育场路218号,0571-8678-0607,ir000607@000607.cn,董悦,CEO,,
博瑞传播,成都博瑞传播股份有限公司,915101007203362901,http://www.b-raymedia.com/,以媒体为主的综合性企业,博瑞传播是一家以媒体为主的综合性企业，公司的业务包括传媒运营投资、网络游戏投资运营、营销传播服务、印刷服务、物流、创意地产、教育、产业金融等，同时公司为用户提供咨询服务等。,企业服务,综合企业服务,四川,成都,1966-10,运营中,,成都市锦江区创意产业商务区三色路38号博瑞•创意成都A座23楼、25楼,028-8765-0969,,曹建春,董事长,,
中昌数据,中昌大数据股份有限公司,91441700197332374T,http://www.zhongchangdata.com/,大数据智能营销服务商,中昌数据是一家大数据智能营销服务商，以大数据智能营销服务为基础，以数据中心服务为支撑，以云服务能力输出为方向，通过数据挖掘和数据分析，为用户提供基于PC端和移动端的数字营销服务、企业SaaS服务。,企业服务,数据服务,上海,黄浦区,1993-06,运营中,,上海市黄浦区外马路974号三盛宏业大厦1601室,021-3177-3720,investor@zhongchangdata.com,蔡全根(1),董事长,,
深信服科技,深信服科技股份有限公司,91440300726171773F,http://www.sangfor.com.cn/,应用层网络设备供应商,深信服科技是一家应用层网络设备供应商，致力于通过提供品质卓越的Internet网络设备，帮助用户的业务向互联网成功转型。,企业服务,企业IT服务,广东,深圳,2000-12,运营中,,深圳市南山区学苑大道1001号南山智园A1栋一层,0755-8662-7888,market@sangfor.com.cn,何朝曦,董事长,,
电子城,北京电子城高科技集团股份有限公司,91110000101514043Y,http://www.bez.com.cn/,科技产业园区开发商,电子城是一家科技产业园区开发商，主要业务涉及科技产业园区建设、园区物业管理以及信息咨询服务等，目前已开发项目有电子城-创新产业园、电子城-科技研发中心、电子城-科技大厦、电子城-IT产业园等。,企业服务,企业IT服务,北京,朝阳区,1986-12,运营中,,北京市朝阳区酒仙桥北路甲10号院205号楼5层,010-5883-3530,bez@bez.com.cn,王岩,董事长,,
思维列控,河南思维自动化设备股份有限公司,9141010070677725XH,http://www.hnthinker.com/,铁路行车安全控制整体解决方案供应商,思维列控是专业从事铁路运输安全保障技术研究、应用软件开发的铁路装备定点企业。公司自主研发的以防超速、防冒进著称的LKJ系列列车运行控制系统，服务于铁路列车安全控制、列车运行安全管理、列车运行安全信息化建设等方面，为历次全国铁路大提速、保障铁路运输事业的飞速发展做出了突出贡献。,企业服务,行业信息化及解决方案,河南,郑州,1998-04,运营中,,河南省郑州市高新区科学大道97号,0371-6067-1600,hnthinker@ hnthinker.com,李欣,董事长,,
天海投资,海航科技股份有限公司,911201181030621752,http://www.hna-tic.com/,科技产品及解决方案提供商,天海投资是一家科技产品及解决方案提供商，基于云计算、大数据、人工智能技术，旗下主营业务wei海航云集市、海航云以及科创相关产业。,企业服务,行业信息化及解决方案,天津,和平区,1996-10,运营中,,天津自贸试验区（空港经济区）中心大道华盈大厦803,022-5867-9088,tmsc600751@126.com,童甫,董事长,,
天纺标,天纺标检测认证股份有限公司,911200000936119776,http://www.cnttts.com/index.php,产品检测服务提供商,天纺标检测是一家集检测、科研、标准化制定、信息媒体为一体的科技型服务企业。主要为纺织品、羽绒、皮革、箱包、鞋类、玩具、饰品等七大类产品提供检测服务。具体包括纤维含量检测、化学检测、微生物检测、物理性能检测、色牢度检测、轻工检测六类检测。,企业服务,科研和社会服务,天津,南开区,2014-04,运营中,,天津市南开区鹊桥路25号,022-2738-0249,tianfangbiao@163.com,李博,总经理,,
中软国际,北京中软国际信息技术有限公司,9111010871774535X9,http://www.chinasofti.com/,软件与信息技术服务企业,中软国际有限公司是行业领先的全球化软件与信息技术服务企业，公司凭借完整的生态资源，为客户提供云计算、大数据等多领域的技术服务，助力客户应对挑战、构建数字化转型。公司主营业务包含面向大客户、大行业的咨询、解决方案与技术服务。,企业服务,综合企业服务,北京,海淀区,2000-04,运营中,,北京市海淀区科学院南路2号C座12层,010-8286-1666,,陈宇红,总经理,,
时客网,江苏睿泰教育科技有限公司,913202000601705035,,按时计费在线工作平台,时客网，一家采用按小时计费、每周结算模式的新型在线工作平台。江苏睿泰教育科技有限公司旗下。,企业服务,人力资源,江苏,南京,2011-08,运营中,,,,,何宇,创始人,,
彩讯股份,彩讯科技股份有限公司,914403007576325798,http://www.richinfo.cn,领先的产业互联网服务提供商,彩讯科技股份有限公司是一家领先的产业互联网服务提供商，为通信行业、能源行业、交通行业、金融行业等广大客户开发并运营互联网应用平台、企业协作和营销平台、企业级大数据应用平台。,企业服务,行业信息化及解决方案,广东,深圳,2004-01,运营中,,南山区科技南十二路18号长虹科技大厦4楼 01-11单元,4008-303-123,,杨良志,董事长,,
龙运国际,杭州龙运网络科技有限公司,913301093112964430,http://www.dvintinc.com/,互联网众筹及项目孵化服务提供商,龙运国际是一家互联网众筹及项目孵化服务提供商，专注于众筹众创、优质项目孵化、境外上市辅导、场景互联等业务，旗下拥有易投众筹平台“易投网”，涵盖网络站点、页游、手游等多个领域。,企业服务,创业服务,浙江,杭州,2014-10,运营中,,浙江省杭州市上城区凤凰城4号2001室,0571-8221-3772,,孙建军,创始人,,
步步高,步步高商业连锁股份有限公司,91430300755843372T,http://www.bbg.com.cn/,商业及服务业运营商,步步高是一家商业及服务业运营商，业务主要涉及零售贸易、电子商务、商业地产、互联网金融、物流运输等多个业态。,企业服务,综合企业服务,湖南,湘潭,2003-12,运营中,,湖南省湘潭市雨湖区韶山西路309号,0731-5233-9880,,王填,董事长,,
博思软件,福建博思软件股份有限公司,91350100731844207Y,http://www.bosssoft.com.cn,财政管理软件公司,博思软件是一家专业从事公共财政管理软件、政府行业管理软件、通用型财务软件的开发、销售与服务的高科技企业，公司致力于财政票据电子化管理及非税收入管理领域，不断推出领先的非税收入软件产品和服务。,企业服务,财税服务,福建,福州,2001-09,运营中,,福建省福州市海西高新技术产业园高新大道5号博思软件大厦,0591-87664001,bosssoft@bosssoft.com.cn,,,,
三未信安,三未信安科技股份有限公司,91110105679648435P,http://www.cloudhsm.cn/,基于密码技术的云安全服务商,三未信安是一家基于密码技术的云安全服务商，致力于为用户提供商用密码设备和信息安全技术，旗下产品包括服务器密码机、金融数据密码机、密码卡、安全认证网关等硬件产品，以及身份认证系统、密钥管理系统、数字版权管理系统等软件系统，可应用于金融、证券、电力、交通等行业。,企业服务,行业信息化及解决方案,北京,朝阳区,2008-08,运营中,,北京市朝阳区广顺北大街16号院2号楼14层1406室,010-5629-7902,support@sansec.com.cn,张岳公,创始人,,
